country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019
Palestina,30,621997,615,854,145,2,2,1,1,0,1,1,3,1,1,0,0,0,1,0,0,2,2,0
Palestina,50,621997,273,223,145,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0
Palestina,75,621997,73,93,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,10,7510420,5942134,5741542,32306,18368,19341,11369,16950,12439,34592,20781,40260,37306,15472,23219,17189,14217,14279,10700,17549,31543,28634,34888
Panama,15,7510420,5871667,5676857,32306,18342,19308,11350,16926,12419,34531,20748,40193,37228,15457,23191,17150,14165,14211,10655,17466,31328,28411,34589
Panama,20,7510420,5807150,5652680,32306,18311,19265,11325,16893,12397,34462,20710,40107,37130,15439,23161,17113,14113,14141,10616,17401,31149,28226,34354
Panama,25,7510420,5763631,5608537,32306,18289,19239,11308,16870,12380,34404,20683,40041,37058,15426,23139,17086,14085,14103,10592,17371,31057,28130,34226
Panama,30,7510420,5700500,5545904,32306,18264,19200,11283,16836,12349,34323,20645,39945,36947,15403,23104,17044,14041,14035,10554,17317,30879,27961,33994
Panama,50,7510420,5454717,5177449,32306,17873,18717,10991,16434,12067,33355,20139,38950,35784,15203,22743,16656,13803,13700,10343,17023,29977,27099,32787
Panama,75,7510420,4969310,4711885,32306,16266,16315,9645,14720,11081,29276,17796,35165,31528,14332,21239,15161,13058,12652,9638,16073,27072,24320,29106
Papua New Guinea,10,46363060,43690474,43703326,230681,36078,54684,31851,58500,39081,56493,49245,71163,49295,68860,53152,73492,57236,106335,182073,179104,118531,118464,95749
Papua New Guinea,15,46363060,43410033,43381386,230681,36054,54646,31833,58436,39059,56457,49217,71122,49266,68826,53113,73441,57054,106137,181735,178793,118251,118313,95578
Papua New Guinea,20,46363060,43271631,43308957,230681,36038,54622,31823,58399,39045,56430,49201,71094,49248,68802,53090,73407,56928,105977,181437,178465,118020,118178,95435
Papua New Guinea,25,46363060,43140852,43143989,230681,36026,54601,31816,58366,39036,56412,49189,71071,49231,68785,53070,73382,56829,105871,181239,178272,117829,118089,95342
Papua New Guinea,30,46363060,42921808,42921261,230681,36005,54576,31806,58329,39021,56388,49173,71045,49210,68761,53047,73342,56668,105664,180807,177926,117509,117935,95135
Papua New Guinea,50,46363060,41976752,41702001,230681,35783,54205,31679,57810,38819,56114,48962,70675,48949,68481,52801,73034,55916,104591,178565,175394,115924,117095,94277
Papua New Guinea,75,46363060,39647941,39294551,230681,34375,51826,30911,55195,37307,54289,47723,68663,47322,66695,51502,71339,53146,98996,165968,158796,109254,112609,89728
Paraguay,10,39958668,26916420,22373445,51024,158293,204292,275184,253685,269563,151063,433452,380506,356642,444644,460490,515745,323097,351113,284648,329227,373406,264855,319451
Paraguay,15,39958668,26450846,22276534,51024,156731,202470,273629,252270,268015,150471,432049,379689,356013,444280,460077,514906,322523,350314,283930,327808,371185,263987,318550
Paraguay,20,39958668,25774239,21764266,51024,154836,200695,271828,250703,266680,149840,430351,378607,355258,443797,459329,513856,321538,349130,282834,325658,367809,262637,317300
Paraguay,25,39958668,25009615,21194308,51024,153704,199590,270620,249808,265743,149423,429121,377882,354682,443373,458605,512615,320244,347751,281377,323039,364145,260956,316008
Paraguay,30,39958668,24296868,20452833,51024,150239,195125,267309,247348,262651,148256,426216,376343,353184,442300,457196,510220,318564,345746,279375,319823,360058,258780,314373
Paraguay,50,39958668,13995686,13385090,51024,106608,142233,208197,192190,162691,94729,257255,238662,218719,293737,274293,292275,159324,147431,120156,159532,204175,111746,229455
Paraguay,75,39958668,7547197,7267539,51024,62486,89430,121802,125609,91053,48065,126467,93719,84014,128631,136356,166388,105927,85221,61990,89550,133995,54895,163512
Peru,10,129281869,79080954,79904178,191003,86212,80660,74050,101523,163298,89083,115900,126791,178161,142508,125466,276071,210415,206566,167193,232266,305510,212722,232189
Peru,15,129281869,78720772,79622666,191003,86165,80615,74009,101475,163239,89042,115865,126754,178106,142465,125421,275916,210095,206233,166999,231923,304871,212456,231926
Peru,20,129281869,78453735,79532397,191003,86102,80553,73955,101412,163157,88993,115818,126700,178038,142413,125365,275737,209785,205930,166822,231583,304288,212200,231686
Peru,25,129281869,78252331,79294410,191003,86068,80505,73917,101369,163103,88961,115786,126664,177985,142378,125324,275622,209532,205720,166682,231319,303862,211998,231510
Peru,30,129281869,78087223,78780800,191003,86014,80452,73869,101320,163023,88916,115743,126614,177914,142324,125265,275458,209307,205452,166500,230962,303281,211726,231257
Peru,50,129281869,76831887,77013256,191003,85317,79687,73211,100625,161951,88284,115093,125945,176952,141529,124547,273536,207079,203194,164811,228047,298333,209567,229273
Peru,75,129281869,74475644,75134791,191003,83772,78010,71699,98858,158637,86565,113433,124275,174455,139578,122714,268377,201767,196917,159722,219550,283335,203081,223084
Philippines,10,29585658,19798522,19612117,272675,35389,32560,35377,48798,50089,57709,66868,38844,61284,103258,33395,60165,60409,106094,68441,134688,119167,73669,66513
Philippines,15,29585658,19384344,19074964,272675,35322,32478,35298,48724,49983,57616,66735,38797,61158,103053,33349,59975,59937,104988,67701,133006,117670,72689,65759
Philippines,20,29585658,19165121,18950817,272675,35267,32410,35241,48669,49902,57548,66641,38762,61060,102905,33319,59848,59667,104374,67312,132153,116916,72191,65376
Philippines,25,29585658,18993928,18702636,272675,35219,32368,35199,48634,49857,57507,66587,38742,61001,102808,33299,59768,59511,104047,67120,131750,116530,71945,65194
Philippines,30,29585658,18599417,18391765,272675,35165,32309,35154,48579,49782,57429,66498,38703,60890,102649,33253,59587,58871,102456,65896,129110,114281,70534,64039
Philippines,50,29585658,17415157,16824058,272675,34460,31673,34667,48050,49095,56801,65675,38380,60008,101155,32958,58577,57407,99174,63877,124480,110284,67904,61908
Philippines,75,29585658,14110100,13879749,272675,31163,28599,31969,44807,45057,52711,60553,35958,54521,92176,30915,53454,49895,82101,51582,98201,87867,54108,49864
Poland,10,31239918,11162831,11482285,503714,19219,31319,33586,42247,82871,37938,57623,48227,47211,72267,57009,55337,35476,57162,43352,87848,97763,98170,77665
Poland,15,31239918,10888041,11051165,503714,19145,31194,33442,42037,82601,37785,57439,48060,47035,71999,56810,55148,35332,56887,43144,87401,97249,97715,77351
Poland,20,31239918,10759012,10988422,503714,19102,31116,33346,41927,82459,37719,57362,47989,46970,71898,56726,55050,35246,56734,43033,87166,96976,97473,77185
Poland,25,31239918,10628732,10822430,503714,19084,31091,33315,41901,82415,37699,57333,47963,46947,71867,56682,54970,35150,56555,42929,86912,96719,97246,77020
Poland,30,31239918,10439490,10635333,503714,19066,31070,33293,41874,82379,37680,57311,47941,46926,71835,56650,54896,35015,56279,42743,86510,96252,96846,76721
Poland,50,31239918,9529734,9155424,503714,18439,29918,31996,40103,79896,36391,55773,46607,45692,70206,55557,53667,33608,53732,40942,82797,91953,92431,73908
Poland,75,31239918,6471968,4727720,503714,15943,25259,26514,33090,66767,30324,47271,39396,39328,61356,49000,46240,22539,36053,27747,57703,63568,60402,53094
Portugal,10,8955506,3006363,2710535,286549,26055,36910,28353,58966,41079,44928,38364,35661,41923,50469,27958,62581,59953,69631,54116,111151,210582,113981,45822
Portugal,15,8955506,2755909,2455718,286549,25199,35873,27535,56936,39977,43596,37223,34495,40788,49347,27429,61297,57912,67105,51790,106306,198889,108981,43103
Portugal,20,8955506,2601291,2419347,286549,24821,35424,27221,56197,39463,43091,36772,34026,40328,48870,27103,60202,55627,64643,49780,102283,190095,105180,40850
Portugal,25,8955506,2462949,2298419,286549,24704,35261,27092,55945,39286,42932,36589,33876,40153,48702,26920,59358,53927,62724,48138,99048,183642,101809,39076
Portugal,30,8955506,2302481,2171273,286549,24405,34903,26840,55315,38934,42566,36322,33615,39860,48401,26673,58236,51884,60259,46097,94647,173895,97437,36886
Portugal,50,8955506,1589978,1449273,286549,19273,27989,21533,43191,32227,35556,30814,28698,34317,42205,23444,47688,37431,44273,33313,67620,120212,72894,24917
Portugal,75,8955506,914495,808462,286549,11762,17786,14082,26850,21408,23620,20101,19285,23219,29227,17125,32599,20658,25253,18448,38075,67357,44552,13239
Republic of Congo,10,34173223,33522844,33255799,46654,27837,25092,19160,14406,19489,23000,30803,18590,20896,48085,30408,34848,60481,77450,50434,116256,66216,63644,74731
Republic of Congo,15,34173223,32484452,32031202,46654,27795,25040,19085,14343,19423,22907,30698,18470,20679,47601,30233,34636,59987,77234,50285,116209,66144,63590,74690
Republic of Congo,20,34173223,29291482,29016030,46654,27489,24747,18803,14105,19141,22524,30245,17939,19787,45963,29325,33413,57668,75430,49295,115617,65332,63234,74403
Republic of Congo,25,34173223,28573529,28389282,46654,27408,24667,18738,14053,19084,22445,30139,17819,19609,45651,29130,33133,57017,74900,48979,115351,65059,63133,74297
Republic of Congo,30,34173223,26388373,26636720,46654,27031,24310,18515,13833,18853,22154,29765,17374,19073,44665,28374,32144,54641,72891,47823,114303,63875,62698,73758
Republic of Congo,50,34173223,23943299,23681987,46654,25332,22773,17615,12605,17814,21037,27851,15343,16860,41107,25801,29291,48895,65407,41829,105851,57207,57807,66478
Republic of Congo,75,34173223,21417548,20219829,46654,17872,16386,13635,7430,12412,15744,18031,9289,10764,28148,18217,20656,30847,42365,24003,75463,34808,33917,42083
Reunion,10,251271,203273,212164,3064,29,511,146,0,232,643,0,16,193,227,577,901,1985,790,18,8,0,0,0
Reunion,15,251271,199756,202417,3064,29,509,145,0,231,641,0,15,192,226,575,897,1960,784,17,8,0,0,0
Reunion,20,251271,183764,184436,3064,29,508,145,0,229,637,0,15,190,225,570,883,1831,738,13,7,0,0,0
Reunion,25,251271,180346,179205,3064,29,507,144,0,229,635,0,15,189,225,568,877,1791,726,12,7,0,0,0
Reunion,30,251271,170475,170199,3064,29,503,143,0,225,629,0,15,187,223,562,852,1653,675,9,7,0,0,0
Reunion,50,251271,131489,136405,3064,27,458,128,0,209,589,0,14,174,204,477,665,885,423,2,6,0,0,0
Reunion,75,251271,74206,68719,3064,15,141,27,0,134,371,0,6,109,109,163,207,175,168,0,1,0,0,0
Romania,10,23833794,8499168,8183237,153642,17564,16396,9459,18915,19464,13110,38201,17588,16220,17815,17013,30884,13143,19700,11001,23223,19384,19094,12366
Romania,15,23833794,8307315,7941064,153642,17555,16382,9446,18896,19445,13094,38157,17566,16204,17803,16981,30798,13081,19636,10973,23169,19324,19057,12340
Romania,20,23833794,8201225,7886470,153642,17549,16374,9441,18882,19436,13084,38133,17553,16196,17796,16965,30763,13051,19599,10956,23139,19289,19037,12320
Romania,25,23833794,8096150,7769235,153642,17542,16365,9432,18869,19425,13074,38108,17544,16184,17787,16945,30716,13017,19561,10940,23106,19254,19013,12299
Romania,30,23833794,7915161,7652863,153642,17536,16356,9428,18859,19418,13067,38082,17535,16177,17782,16927,30650,12946,19482,10906,23045,19187,18974,12266
Romania,50,23833794,7383118,6998751,153642,17421,16169,9313,18683,19261,12937,37587,17397,16028,17684,16726,30087,12619,19102,10722,22703,18810,18746,12084
